name,age,gender,salary,education,years of service
Ashley Neal,56,Male,54677,M.S.,25
Travis George,59,Female,68175,M.S.,7
Scott Willis,61,Female,73020,Ph.D.,13
Catherine Ford,29,Male,71533,Ph.D.,10
Isaac Smith,27,Female,95057,Ph.D.,24
Alex Hamilton,32,Male,81580,Ph.D.,14
Casey Simpson,56,Male,69881,Ph.D.,7
James Cox,43,Male,67977,Ph.D.,29
David Wright,30,Female,88754,Ph.D.,17
David Martinez,51,Female,80253,Bachelor's,1
Paula Love,49,Female,88441,Ph.D.,21
Alex Peck,58,Female,70984,Ph.D.,26
Christopher Shannon,46,Male,64157,M.S.,15
Tyler Gonzales,32,Male,99754,Bachelor's,24
Michele Morris,43,Female,81863,Bachelor's,6
Kenneth Nichols,65,Male,87162,M.S.,6
Andrew Wallace,41,Male,63994,M.S.,7
Amy Collier,42,Male,89155,M.S.,7
David Henderson,44,Female,90092,Bachelor's,18
Sarah Rice,61,Female,77893,Ph.D.,12
Crystal Herman,64,Male,87294,Bachelor's,11
Krista Ramos,53,Female,61399,Bachelor's,14
Michelle Levy,31,Female,57108,Ph.D.,10
Mitchell Russell,58,Male,99575,M.S.,15
James Sanders,33,Female,94000,M.S.,8
Christina Lee,64,Female,76723,M.S.,21
Kristin Harris,54,Female,67787,Bachelor's,30
Stephen Colon,59,Female,69492,Bachelor's,2
Daniel Chen,38,Male,79317,M.S.,14
Kristy Stokes,64,Male,50410,M.S.,26
Paul Jones,57,Female,93145,Bachelor's,22
Jason Nguyen,41,Male,97881,M.S.,19
Teresa Diaz,44,Male,69641,M.S.,2
Patricia Torres,39,Male,82073,M.S.,1
Nathaniel Nixon,30,Male,94160,Ph.D.,26
Keith Trujillo,53,Female,54345,M.S.,10
Cynthia Lynn,61,Female,93101,Ph.D.,24
Matthew Swanson,62,Male,89415,Bachelor's,1
Melvin Peterson,43,Male,70135,M.S.,11
Veronica Landry,46,Female,86263,Ph.D.,29
Christina Smith,41,Male,76457,M.S.,29
Laura Harris,56,Female,87983,Ph.D.,3
Julie Smith,37,Male,54360,Bachelor's,12
Donna Cook,52,Female,91170,M.S.,29
Stephen Sherman,59,Female,50753,M.S.,29
Cory Rivera,58,Male,90914,Ph.D.,17
Janice Blake,50,Female,61704,M.S.,5
Christina Peters,40,Male,86292,Ph.D.,30
Andrew Kelly,29,Female,75703,M.S.,15
Justin Jones,34,Female,63748,M.S.,2
Cheryl Harris,40,Male,59020,M.S.,16
Lauren Villegas,60,Male,92377,M.S.,29
Larry Collins,40,Female,65901,Bachelor's,10
Stephanie Flores,58,Male,90462,M.S.,23
Brandon Jenkins,39,Female,83410,M.S.,16
Sandra Pace,55,Female,72584,Bachelor's,8
Michael Cook,65,Male,53302,Ph.D.,30
Mr. Joseph Brown,49,Male,59136,M.S.,14
Michael Lewis,36,Male,79510,Ph.D.,30
Antonio Curtis,53,Female,59301,M.S.,13
Amy Brewer,32,Female,92918,Ph.D.,15
Nathan Weaver,52,Female,83233,M.S.,6
Briana Pham,57,Female,85189,Ph.D.,14
Gary Silva,49,Male,78265,Bachelor's,25
Kayla Williams,56,Female,83166,M.S.,2
Derek Smith,43,Female,95950,Ph.D.,17
Joseph Martinez,39,Female,89697,M.S.,23
Elizabeth Branch,55,Male,86711,Bachelor's,15
Alexander Mason,51,Male,90664,M.S.,13
Alyssa Brown,37,Male,89212,Bachelor's,4
Valerie Richards DDS,34,Female,86588,Bachelor's,1
Ruben Francis,29,Female,54705,Ph.D.,22
Ryan Byrd,31,Female,64020,Bachelor's,18
Frank Allison,36,Male,58282,Bachelor's,3
Traci Stevens,26,Male,62786,Bachelor's,28
Patricia Mendoza,64,Female,54325,Ph.D.,12
Sarah Perry,64,Female,60920,Bachelor's,5
Todd Kim,36,Female,73307,Ph.D.,17
Franklin Caldwell,50,Male,55078,M.S.,18
Robin Mcdonald,52,Male,76110,Bachelor's,25
Scott Chavez,47,Male,65752,M.S.,18
Pamela Turner,47,Male,79061,M.S.,29
Colleen Gonzalez,55,Female,72743,Ph.D.,17
Meghan Cruz,49,Female,81250,Ph.D.,22
James Garrison,37,Female,53350,M.S.,10
Brendan Padilla,59,Female,80299,Ph.D.,1
Maria Haley,38,Female,75110,M.S.,4
Nancy Williams,41,Male,72250,Ph.D.,29
Jerry Miller,35,Male,71561,Ph.D.,22
David Barnes,40,Male,78880,Bachelor's,16
Benjamin Scott,51,Male,78191,M.S.,23
Aaron Walsh,46,Male,93200,M.S.,22
Brian Calderon,47,Female,79239,Bachelor's,22
Steven Kelley,57,Female,84108,M.S.,5
Heather Chavez,32,Male,68608,Ph.D.,11
Jessica Davis,55,Female,89809,Ph.D.,10
Dennis Hudson,52,Female,79949,M.S.,28
Wayne Walker,27,Male,80349,Ph.D.,10
Christopher Hudson,52,Male,53782,M.S.,7
Carolyn Gonzalez,56,Female,53893,Ph.D.,28
Jason Willis,34,Male,83910,Bachelor's,18
Nicholas Dixon,56,Male,61014,M.S.,8
William Lewis,42,Male,54885,Ph.D.,14
Kimberly Hanson,48,Male,91457,Ph.D.,7
Christopher Mendez,36,Male,55505,M.S.,24
Shawn Davis,44,Male,63664,Ph.D.,24
Stephanie Nash,43,Female,80617,M.S.,14
Jill Brown,26,Male,98202,Ph.D.,25
Pamela Perkins,50,Male,95911,Bachelor's,13
Erin Rush,55,Female,51448,M.S.,11
Mark Walton,28,Female,61824,Ph.D.,26
Jennifer Smith,46,Female,90110,Ph.D.,5
Crystal Alvarado,62,Female,98267,M.S.,26
Jacob Roberts,27,Male,57390,Ph.D.,15
Sarah Ross,26,Male,89093,Ph.D.,10
Lindsay Rosario,35,Male,50083,Ph.D.,15
Dennis Harris,36,Female,90001,M.S.,6
Jake Freeman,39,Male,59118,Ph.D.,3
Kevin Melton,40,Female,71826,Ph.D.,12
David Keith,48,Female,53179,Ph.D.,3
Jacqueline Smith,65,Female,56692,M.S.,17
Candice Ramirez,56,Female,77390,Bachelor's,6
Michelle Campbell,32,Male,93516,Ph.D.,27
Cheryl Cummings,28,Male,99887,Bachelor's,27
Michaela Jackson,65,Female,69728,Bachelor's,30
Brian Johnson,46,Female,94577,M.S.,9
Stephanie Woodward,33,Female,54630,Ph.D.,13
Michelle Schmidt,46,Male,60372,Ph.D.,29
Tina Gill,34,Female,61629,Ph.D.,7
Brian Martin,40,Male,99675,Ph.D.,10
Mary Watson,29,Male,79581,Ph.D.,21
Bradley Duncan,64,Male,66703,Bachelor's,14
Joseph Randall,38,Female,64825,M.S.,18
Jesse Brooks,33,Male,67727,Bachelor's,29
Dorothy George,61,Female,60915,M.S.,10
Monica Gonzalez,33,Male,70149,Ph.D.,29
Erika Graham,33,Female,82760,Bachelor's,6
John Ramsey,49,Male,94722,M.S.,2
Zachary Brandt MD,34,Female,95640,Ph.D.,8
Joanna Crawford,28,Male,57789,Ph.D.,4
Jacob Thompson,59,Male,74547,Bachelor's,11
Mark Price,63,Female,77037,M.S.,10
Kristy Kennedy,30,Female,60060,Ph.D.,8
Desiree Fitzpatrick,55,Male,59282,M.S.,17
Kristin York,52,Male,79198,Ph.D.,7
Adam Moran,45,Female,60911,Ph.D.,16
Jason Blackwell,39,Male,86050,Ph.D.,8
Robert Watson,28,Female,55505,M.S.,9
Kevin Evans,29,Male,59898,Bachelor's,4
Jeffrey Robinson,60,Female,54984,Bachelor's,25
George Short,33,Female,61205,M.S.,23
Joel Melton,60,Female,74043,M.S.,10
Lindsey Booker,52,Male,61724,Ph.D.,26
Dillon Pitts,51,Female,95398,M.S.,22
Manuel Kennedy,41,Female,85956,Bachelor's,1
Jean Fox,60,Female,86317,Bachelor's,5
Marcus Perkins,28,Female,65814,Bachelor's,14
Kelly Elliott,41,Male,51436,Ph.D.,19
Lauren Reed,58,Female,59777,Bachelor's,20
Jennifer Bentley,29,Male,77727,Ph.D.,5
Melissa Pruitt,50,Male,82489,Ph.D.,23
Hannah Boyd,38,Female,73915,Bachelor's,25
Christina Jenkins,38,Male,65350,M.S.,28
William Moore,62,Male,77739,Ph.D.,21
Dale Huffman,32,Male,68779,Ph.D.,25
Brett Austin,56,Female,51835,M.S.,2
Peter Kane,51,Male,57967,Bachelor's,24
Kimberly Villanueva,46,Male,90823,Ph.D.,30
Daniel Ayers,39,Female,94145,M.S.,16
Richard Day,47,Female,65236,Bachelor's,23
Dawn Martinez,25,Male,88876,Bachelor's,5
William Mitchell,36,Female,84037,Ph.D.,28
Shannon Mason,38,Female,78125,Bachelor's,25
Devin Sullivan,41,Male,99167,Bachelor's,18
Michael Flynn,33,Female,72304,M.S.,7
Tracey Crosby,27,Male,86093,M.S.,3
Brad Carlson,54,Female,90262,Bachelor's,5
Thomas Walker,60,Female,72492,M.S.,28
Patricia Howell,45,Female,76062,M.S.,11
Kenneth Hill,29,Female,71346,Bachelor's,13
Tracy Scott,26,Female,74611,Ph.D.,2
William Drake,52,Female,51304,M.S.,19
Jessica Hill,52,Male,67652,M.S.,7
Amber Boyle DDS,25,Male,97407,Bachelor's,29
Mark Gould,39,Male,79219,Bachelor's,23
Zoe Palmer,29,Female,82352,M.S.,29
Nathan Frazier,62,Female,94034,Bachelor's,15
Crystal Mitchell,36,Female,90632,Ph.D.,27
Brenda Snyder,30,Female,74701,M.S.,1
Melissa Compton,57,Male,99194,Ph.D.,13
Jesse Dougherty,34,Female,83025,M.S.,26
Brian Shannon,61,Male,91188,Bachelor's,21
Krista Grimes,65,Female,73693,Bachelor's,22
Felicia Pena MD,26,Male,57684,Bachelor's,22
Zachary Young,39,Male,77515,M.S.,17
Mary Gardner,46,Male,92333,Ph.D.,3
Megan Welch,36,Male,93776,M.S.,2
Elijah Sanchez,40,Male,93829,M.S.,2
Sonya Miller,27,Male,72920,M.S.,18
Dana Carrillo,25,Female,82590,M.S.,26
Rachel Reyes,62,Male,81752,Bachelor's,16
Rita Brown,49,Male,85254,Ph.D.,18
Sherri Skinner,64,Male,90692,Ph.D.,22
Brittany Saunders,50,Male,83988,Bachelor's,2
Robert Collier,60,Female,96439,M.S.,9
Kelsey Morgan,37,Male,53138,Bachelor's,22
Barbara Meyer,58,Female,97006,Ph.D.,8
Kevin Scott,55,Female,69605,Bachelor's,13
Richard Miller,35,Male,96292,Ph.D.,11
Haley Glover,37,Male,97570,Bachelor's,10
Patricia Porter,35,Female,76534,Bachelor's,24
Patrick Irwin,32,Female,89287,Ph.D.,6
Eugene Hughes,43,Female,86115,M.S.,9
Corey Moore,55,Female,85097,Ph.D.,24
Karla Sexton,35,Male,93777,Ph.D.,25
Linda Weaver,42,Male,52213,M.S.,11
Michael Richmond,55,Female,81438,M.S.,3
Ricky Barnes,28,Male,98039,M.S.,28
Jean Ward,26,Male,89344,M.S.,28
Angela Smith,44,Female,67475,M.S.,25
Mark Anderson,41,Female,54313,Bachelor's,14
Michelle Martin,38,Female,67006,Ph.D.,1
Terri Patrick,51,Female,64399,Bachelor's,19
Erin Herrera,39,Female,86454,M.S.,9
Ricardo Wilson,29,Female,74091,Ph.D.,18
Denise Watkins,43,Female,86740,Bachelor's,15
Desiree Choi,61,Female,62746,Bachelor's,9
William Hayes,34,Female,82167,M.S.,10
Lisa Schultz,37,Male,84686,Ph.D.,10
Darius Mckenzie,62,Male,53911,Ph.D.,10
Richard Harrison,56,Female,72191,Bachelor's,25
Chad Harris,54,Female,97522,M.S.,19
James Santiago,41,Male,90078,M.S.,20
Sean Hines,60,Female,94072,M.S.,10
Heather Hall,63,Male,80415,M.S.,11
Shawn Taylor,53,Male,55099,Ph.D.,14
Joy Miller,48,Male,85123,Bachelor's,23
Nicholas Mooney,41,Female,84923,Ph.D.,29
Sheri King,57,Female,80622,Bachelor's,27
Colton Phillips,61,Female,60278,M.S.,27
Cameron Rodriguez,55,Female,64683,M.S.,6
Jeremiah Chen,56,Male,53649,Ph.D.,2
Alejandra Payne,28,Male,83301,Ph.D.,24
Dana Fisher,62,Male,79829,Bachelor's,25
John Ballard,40,Female,50645,Bachelor's,11
Alyssa Underwood,56,Male,93208,M.S.,15
Maria Wright,51,Female,79240,Ph.D.,26
Daniel Garrett,34,Male,57272,Ph.D.,14
Nicole Turner,39,Male,63291,Bachelor's,9
John Robertson,25,Male,75256,Ph.D.,21
John Armstrong,26,Male,51987,M.S.,12
Dustin Costa,30,Male,61880,M.S.,19
Barry Lamb,49,Female,95258,Bachelor's,17
Ian Brock,31,Male,81912,Ph.D.,17
Zachary Martin,38,Female,96155,M.S.,2
Jake Dean,38,Female,53426,Ph.D.,23
Michael Brewer,43,Male,97603,M.S.,30
Debra Davis,33,Male,63568,Bachelor's,13
James Garner,35,Male,95791,M.S.,15
Nancy Sandoval,35,Male,54887,Bachelor's,18
Ashley Bryan,53,Female,63150,Bachelor's,22
Derrick Hobbs,25,Male,99392,M.S.,11
Robert Callahan,57,Female,55129,Bachelor's,19
Christopher Phillips,56,Male,79421,Ph.D.,17
Greg Horn,36,Female,90042,Ph.D.,15
Shelia Holland,49,Female,77803,M.S.,20
Amy Young,65,Male,70637,Bachelor's,5
Leslie Collins,40,Female,83495,Bachelor's,25
Kristen Castro,57,Male,71221,Ph.D.,16
Troy Navarro,28,Male,96802,Bachelor's,14
Curtis Gates,39,Male,77223,M.S.,8
Raymond Briggs,47,Female,86937,M.S.,26
Rhonda Drake,63,Female,52359,M.S.,22
Elaine Simpson,50,Female,76843,M.S.,1
Kelly Jones,48,Male,82214,M.S.,29
Mrs. Lori Davis,52,Female,93332,M.S.,26
Erik Foley,42,Female,51084,M.S.,7
Seth Cantu,58,Male,78574,Ph.D.,12
Chelsea Anderson,28,Female,97481,Ph.D.,21
Stephanie Douglas,35,Male,63014,Ph.D.,5
Todd Gonzalez,58,Female,66502,Bachelor's,10
Carolyn Perez,56,Male,97702,M.S.,28
John Gamble,54,Female,83674,Ph.D.,16
John Livingston MD,27,Male,60093,M.S.,17
Mark Mcbride,50,Female,52527,Ph.D.,18
Stephen Chavez,53,Male,55083,Ph.D.,6
Jessica Martin,47,Male,94393,M.S.,18
Amanda Freeman,49,Female,72323,M.S.,13
Julie Crawford,30,Female,84825,Ph.D.,9
Jeffrey Dennis,39,Female,92310,M.S.,9
Patrick Murphy,30,Male,54437,Ph.D.,12
Meredith Vincent,57,Female,70263,Bachelor's,8
Charles Brewer,48,Male,53508,Ph.D.,19
Gerald Acevedo,45,Male,68181,Bachelor's,21
Nicholas Bryan Jr.,27,Female,65356,Ph.D.,24
Jennifer Galvan,25,Male,84570,Ph.D.,3
Debra Bailey,50,Female,54862,Ph.D.,15
Mrs. Jennifer Dalton DDS,60,Male,73348,Ph.D.,27
Martha Kirk,54,Male,94313,Bachelor's,25
Robert Ryan,61,Male,69884,Bachelor's,26
Parker Higgins,40,Female,62791,Bachelor's,20
Casey Buckley,36,Female,52942,Bachelor's,10
Tanya Little,40,Male,95436,Ph.D.,14
Erin Wilkinson,29,Male,70251,Bachelor's,6
Lori King,25,Male,59486,M.S.,22
Lauren Giles,37,Male,58721,M.S.,13
Cynthia Payne,48,Male,76463,Bachelor's,16
Joanne Brown,59,Female,96778,Bachelor's,25
Lindsey Duarte,33,Female,70677,Bachelor's,1
David Donovan,47,Male,53481,Bachelor's,12
Douglas Ho,29,Male,67670,Bachelor's,4
Mr. Todd Contreras,35,Female,95604,Ph.D.,8
Margaret Hughes,42,Female,71322,Ph.D.,19
Nathan Diaz,32,Female,69397,Bachelor's,20
James Wise,40,Female,95322,Ph.D.,1
Rebecca Tran,63,Female,85615,M.S.,9
John Browning,35,Female,75706,M.S.,8
Timothy Little,38,Female,59267,M.S.,1
Katelyn Diaz,29,Male,65641,Bachelor's,13
Keith Diaz,28,Male,99966,Bachelor's,3
Daniel Scott,58,Female,90750,M.S.,17
Patrick Austin,37,Male,54153,M.S.,6
Joseph Hale,64,Male,75112,Bachelor's,27
Troy Watson,28,Male,66964,Ph.D.,17
Michael Giles,36,Female,86573,Bachelor's,20
Ashley Baker,37,Female,87299,Bachelor's,3
Jason Rodriguez,64,Male,76213,M.S.,19
Teresa Allen,32,Female,93116,M.S.,27
Anthony Zuniga,58,Male,80967,Ph.D.,10
Sarah Hill,42,Male,90521,M.S.,22
Mark Elliott,53,Male,73564,Ph.D.,6
Jennifer Jackson DDS,43,Male,55364,Ph.D.,23
Carol Simmons,36,Male,82966,Bachelor's,29
Cindy Alvarez,43,Male,93167,Bachelor's,6
Clinton Richard,31,Male,63714,Ph.D.,11
Terrance Greene,36,Female,86692,Ph.D.,22
Jill Tanner,39,Male,58704,M.S.,27
John Tanner,28,Female,86914,Ph.D.,17
Sarah Griffin,60,Female,72057,Ph.D.,26
Charles Lane,57,Female,66781,Ph.D.,5
Barbara Zuniga DDS,60,Female,68147,M.S.,14
Daniel Thompson,46,Female,89009,Bachelor's,13
Melissa Harrington,59,Female,64611,Ph.D.,12
Charlene Harmon,65,Female,94998,M.S.,7
Barbara Morales,61,Female,87322,Bachelor's,16
Gina Thompson,34,Female,60270,Ph.D.,15
Carol Olsen,55,Female,92583,Ph.D.,4
Christopher Clayton,40,Male,91703,M.S.,10
Vicki Bradshaw,49,Female,80251,Bachelor's,18
Jennifer Ellis,32,Female,74861,M.S.,29
Joseph Watson,51,Male,92859,M.S.,15
Monica Fisher,62,Male,92146,Ph.D.,26
Ashley Park,32,Male,51494,Ph.D.,27
Amber Stevenson,26,Male,79940,M.S.,26
William Obrien,48,Male,86303,Ph.D.,24
Bruce Fuller,53,Female,73442,Bachelor's,8
Carolyn Smith,33,Male,81273,Bachelor's,6
Elijah Davis,41,Female,98061,Ph.D.,20
John Silva,44,Male,53110,Bachelor's,25
Carlos Hughes,45,Male,57355,M.S.,30
Maria Mcfarland,29,Female,73462,Bachelor's,21
Brandon Baker,44,Female,96008,M.S.,14
Joshua Thornton,30,Female,92286,Ph.D.,23
Karen Brown,27,Male,58737,Bachelor's,27
Joseph Riddle,49,Female,93346,Ph.D.,27
Caitlin Webster,64,Male,92939,M.S.,20
Shelley Thomas,59,Female,85862,M.S.,6
Samantha Miller,34,Male,56278,Bachelor's,28
Richard Lewis,44,Male,99652,M.S.,11
Linda Ford,26,Male,64443,Bachelor's,2
David Lynn,55,Female,90976,M.S.,24
Alexandra Blanchard,33,Female,70180,Ph.D.,22
Dr. Catherine Parker,53,Female,74039,Ph.D.,17
Raymond Harvey,63,Male,54355,Ph.D.,27
Marissa Williams,46,Male,90813,Ph.D.,20
Robin Wilson,48,Male,52251,M.S.,12
Gerald Lawrence,27,Female,94371,M.S.,6
Brenda Gould MD,45,Female,82452,M.S.,14
Peter Mcpherson,31,Male,53758,Ph.D.,6
Francis Davenport,59,Male,82798,Ph.D.,11
Jennifer Moody,53,Female,52693,M.S.,14
Thomas Tyler,63,Female,54158,Bachelor's,5
Leslie Snyder,29,Female,77616,Ph.D.,1
Regina Mann,57,Male,75734,M.S.,25
Victor Bryan,43,Male,69133,M.S.,5
Pamela Wells,63,Male,52121,Ph.D.,29
Corey Campos,48,Male,74800,Bachelor's,7
Monica Wagner,57,Male,87444,Bachelor's,22
Daniel Gray,55,Female,58619,M.S.,20
Heather Cooper,30,Female,81769,Bachelor's,17
Joel Avila,37,Male,93132,M.S.,1
Patrick Rodriguez,48,Male,98161,Ph.D.,16
Tracy Jordan,31,Female,65334,Ph.D.,3
Jose Wallace,59,Female,50161,Ph.D.,1
Stephanie Murray,28,Female,74092,M.S.,10
Katherine Carroll,45,Male,54614,M.S.,8
Tonya Allen,42,Female,65495,M.S.,25
Richard Williamson,25,Female,88168,Bachelor's,30
Edward Williams,32,Female,59548,Bachelor's,18
Victoria Martinez,62,Male,95863,Ph.D.,13
Dennis Lee,38,Male,84803,M.S.,21
Peter Mercer,59,Male,68439,Ph.D.,20
Brooke Randolph,48,Female,82230,M.S.,8
Sara Miller,30,Male,73753,M.S.,14
Jennifer Murphy,40,Female,91680,M.S.,23
Joe Anthony,36,Female,99518,Bachelor's,3
Jonathan Graham,44,Male,70129,M.S.,27
Dave Williams,62,Female,71508,Ph.D.,11
Mark Turner,43,Male,70383,M.S.,10
Rachael Dodson,26,Male,65793,M.S.,6
John Sanford,38,Female,69219,Ph.D.,30
Thomas Wilkerson,44,Male,78537,Bachelor's,21
Claire Wilson,54,Male,68354,M.S.,12
Jennifer Baker,41,Female,56662,M.S.,11
Shelia Adams,35,Male,80384,Ph.D.,16
Craig Clark,25,Male,61291,Bachelor's,3
Loretta Collins,49,Female,55225,Bachelor's,3
Anthony Harmon,61,Male,97084,M.S.,13
Christopher Marshall,57,Male,83661,M.S.,19
Tiffany Obrien,65,Female,94119,Bachelor's,3
Evan Wallace,50,Male,72495,Ph.D.,8
Michelle Wood MD,59,Male,77794,Ph.D.,6
Alison Newton,49,Male,62998,Ph.D.,22
Emily Duarte,56,Female,59180,Bachelor's,12
Robert Harrington,30,Female,58240,Ph.D.,25
Matthew Contreras,50,Male,57548,Ph.D.,13
Heidi Mitchell,52,Female,54879,Ph.D.,7
Christopher Howard,53,Female,95321,Bachelor's,4
Michael Jones,48,Female,69457,M.S.,12
Patrick Weber,41,Female,56200,Bachelor's,8
Patricia Thompson,37,Female,79966,M.S.,19
Sean Peters,36,Female,86907,Bachelor's,4
Kenneth Lewis,65,Male,62783,Ph.D.,1
Meghan Allen,57,Male,81882,M.S.,7
Gabriel Campbell,39,Female,64941,Ph.D.,22
Nathaniel Hill,49,Male,92013,Bachelor's,28
Karen Benson,65,Female,60654,M.S.,12
William Pruitt,65,Female,51201,M.S.,12
Allison Martin,38,Female,98572,Ph.D.,5
Elizabeth Wheeler DDS,46,Male,61547,M.S.,3
Michelle Owens,52,Female,77312,Bachelor's,12
Eric Butler,63,Female,67263,Bachelor's,15
Monica Ballard,30,Female,87553,Bachelor's,7
Meredith Bradley,51,Male,94045,M.S.,10
Ms. Brittany Smith,54,Male,99894,Bachelor's,27
Mark Cox,35,Female,55065,Bachelor's,5
Pamela Salazar,36,Male,51934,M.S.,7
Eric Garcia,41,Male,60693,Bachelor's,25
Travis Randolph,39,Female,86352,Bachelor's,26
Catherine Harding,57,Female,86881,M.S.,10
Jennifer Gomez,26,Female,52069,M.S.,11
Matthew Bowers MD,53,Female,94402,Ph.D.,29
Kimberly May,58,Male,62278,M.S.,7
Crystal Pierce,40,Female,53174,Ph.D.,29
Zachary Miller,64,Male,63415,Bachelor's,29
Daniel Dawson,26,Female,94625,Ph.D.,30
Morgan Crane,31,Female,78150,Ph.D.,20
Dr. Ana Vega,27,Male,52129,Ph.D.,1
Christina Garcia,64,Female,54140,Bachelor's,24
Elizabeth Torres,36,Female,99610,Ph.D.,30
Michael King,32,Female,75950,Bachelor's,22
Kimberly Perry,46,Male,98133,Bachelor's,2
Michael Little,52,Female,62769,Bachelor's,22
Darrell York,47,Female,99447,M.S.,1
Kayla Smith,48,Male,65552,M.S.,1
Amy Peterson,61,Female,84402,M.S.,13
Joseph Merritt,43,Male,50879,Ph.D.,19
Timothy Beck,26,Female,78219,M.S.,27
Michelle Gonzalez,35,Male,79411,Bachelor's,23
Bill Hawkins,29,Female,98469,M.S.,23
Michael Barber,44,Male,81190,Ph.D.,29
Ryan Mcclure,62,Female,61309,M.S.,21
Jonathan Cohen,55,Female,53321,Bachelor's,19
David Bryant,41,Female,56623,Ph.D.,18
Jennifer Leonard,48,Female,50369,Bachelor's,9
Christopher Clay,48,Female,71957,Ph.D.,14
Joshua Davis,36,Female,64749,Ph.D.,1
Jeremy Smith,60,Male,84410,Ph.D.,2
Michelle Grant,49,Female,55209,M.S.,25
Mary Moreno,44,Female,85863,M.S.,12
James Taylor,64,Female,73821,M.S.,23
Joshua Baxter,30,Female,81859,M.S.,22
Joshua Sanders,30,Female,86909,Ph.D.,14
Robert Gonzales,39,Male,68065,Bachelor's,29
Bonnie Jennings,40,Male,87053,M.S.,4
Sharon Fields,63,Male,55154,M.S.,26
Deborah Graham,25,Male,96816,Ph.D.,7
Lucas Ramirez,55,Female,83507,M.S.,22
Gabriela Turner,65,Female,50814,Ph.D.,9
Dillon Fowler,38,Female,95128,M.S.,28
Bethany Whitehead MD,39,Female,58830,Ph.D.,27
Jeremy Powers,65,Male,72794,M.S.,6
Crystal Bennett,34,Male,95110,Bachelor's,26
Latasha White,28,Male,71730,Ph.D.,20
Crystal Martin,25,Female,70565,Ph.D.,8
Tiffany Rojas,32,Female,75966,M.S.,12
Jeffrey Brown,46,Male,58643,Ph.D.,10
Christine Hogan,55,Female,82031,Ph.D.,13
Ryan Mejia,36,Female,68935,Ph.D.,9
Dr. Andrew Case,25,Male,99765,M.S.,9
Howard Johnson,34,Female,58410,Ph.D.,7
Robert Cook,54,Female,81003,Bachelor's,30
Kathryn Powell,62,Male,84943,Ph.D.,11
April Robertson,60,Male,92997,Bachelor's,1
Mr. Lance Brown,49,Male,68944,Bachelor's,9
Alexis Long,37,Male,68005,M.S.,17
Paul Ruiz,39,Male,67742,Ph.D.,1
Michelle Newton,62,Female,84120,M.S.,6
Shirley Shaffer,62,Female,51093,Bachelor's,4
Brandon Lambert,64,Female,90565,Ph.D.,24
Mary Forbes,36,Male,86341,M.S.,5
Patricia Powell,64,Male,78902,M.S.,6
Ian Prince,51,Female,85188,M.S.,6
Kristen Perry,26,Male,75536,Bachelor's,13
Beth Davis,41,Male,88844,M.S.,17
Emily Alvarado,32,Male,97009,Bachelor's,15
Jessica Sullivan,54,Female,95248,M.S.,21
Diana Aguilar,55,Female,71207,M.S.,6
Amy Hayes,29,Female,55676,M.S.,18
Andrew Herrera,33,Male,54500,Bachelor's,12
John Carlson,35,Female,54250,M.S.,29
Cheryl Mendez,44,Female,85346,Bachelor's,5
William Vaughn,35,Male,65345,Bachelor's,13
Donald Robertson,61,Male,84663,Ph.D.,18
Daniel Anderson,56,Female,94085,Bachelor's,28
Dr. Alan Meadows,61,Male,68681,Bachelor's,10
Jennifer Wheeler,62,Male,87181,Bachelor's,10
Elizabeth Turner,51,Female,81222,Bachelor's,28
Sherry Reese,49,Male,81813,Bachelor's,20
Jeremy Bishop,42,Male,85129,Ph.D.,10
Jesse Wade,63,Male,71984,Bachelor's,25
Derrick Potter,32,Female,70814,Ph.D.,15
Jody Vazquez,65,Male,81870,Ph.D.,8
Carlos Craig,54,Male,69671,Bachelor's,19
Bryan Marshall,42,Male,78912,Bachelor's,30
Charles King,41,Male,75440,Bachelor's,14
Amy Owens,27,Female,92365,M.S.,20
Scott Farrell,25,Male,63468,M.S.,30
Douglas Martinez,50,Male,90198,Bachelor's,6
Allison Peterson,42,Male,81700,M.S.,25
Curtis Padilla,52,Male,69638,M.S.,10
Timothy Price,48,Female,71737,Bachelor's,3
Autumn Olson,56,Female,85367,Bachelor's,5
David Torres,51,Male,78617,Ph.D.,21
Tammy Glover,45,Female,77100,M.S.,11
Joseph Caldwell,56,Male,85670,Bachelor's,5
Harry Scott,51,Female,84427,Ph.D.,1
Kelly Franklin,42,Male,97290,Ph.D.,19
Michelle Stone,58,Male,76118,M.S.,14
Tracy Arias,50,Male,88509,Ph.D.,19
Charles Ross,63,Female,62687,Ph.D.,6
Calvin Campos,54,Male,82883,M.S.,1
Ryan Hansen,48,Male,97601,Ph.D.,10
Jacqueline Lucas,60,Female,95425,M.S.,30
Travis Martin,53,Female,65562,Ph.D.,24
Sara Santana,33,Male,87234,M.S.,10
Dr. Katherine Taylor,52,Male,80165,M.S.,14
Anna Weber,34,Male,85241,M.S.,28
Frank White,37,Female,71985,M.S.,10
Andre Campos,50,Female,50425,Bachelor's,24
Robert Buckley,47,Female,84268,Ph.D.,5
Jesse Adams,53,Female,96027,Ph.D.,7
Shane Cordova,31,Female,70536,Bachelor's,7
Olivia Gonzales,39,Female,63499,Ph.D.,19
Tyler Johnson DVM,50,Male,78219,Ph.D.,2
Joshua Roach,48,Female,87378,M.S.,3
Charlene Reyes,41,Male,64657,M.S.,18
